"country","region","region_orig","regionhash","speciescode","speciesname","assessment_speciescode","assessment_speciesname","tax_group","presence","annex_II_priority","annex_II","annex_IV","annex_V","comments_annex_II","comments_annex_IV","comments_annex_V"
"CZ","CON","CON","3021bd11a0b502150c5a11d17e8a0ced",1361,"Lynx lynx",1361,"Lynx lynx","Mammals","1","N","Y","Y","N","Annex II : except the Estonian, Latvian and Finnish populations","Annex IV : except the Estonian population","Annex V : Estonian population"
"SI","ALP","ALP","304dbae15609b43b704ca4eb14396773",1138,"Barbus meridionalis",1138,"Barbus meridionalis","Fish","1","N","Y","N","Y","","",""
"PT","MED","MED","304ecde77f51e5be38bb47f07852c2e0",1128,"Chondrostoma lusitanicum",1128,"Chondrostoma lusitanicum","Fish","1","N","Y","N","N","","",""
"BG","CON","CON","304fc70086619e182b27650e8cb012ef",1413,"Lycopodium spp.",1413,"Lycopodium spp.","Vascular plants","1","N","N","N","Y","","",""
"NL","ATL","ATL","30b461ce84c40c572477ffcbf5a76efa",1083,"Lucanus cervus",1083,"Lucanus cervus","Arthropods","1","N","Y","N","N","","",""
"IT","CON","CON","30baf489640f63e10befc3ad91fb015e",1084,"Osmoderma eremita",1084,"Osmoderma eremita","Arthropods","1","Y","Y","Y","N","","",""
"IT","MED","MED","30c1c7459937376e9b96bd45dd94103e",1900,"Spiranthes aestivalis",1900,"Spiranthes aestivalis","Vascular plants","1","N","N","Y","N","","",""
"DE","ATL","ATL","30c691846f2e64b3145c75e8be75dd6a",1413,"Lycopodium spp.",1413,"Lycopodium spp.","Vascular plants","1","N","N","N","Y","","",""
"DE","MBAL","MBAL","30cca6bdc715cbb8cce11d52b8ba9fc3",1364,"Halichoerus grypus",1364,"Halichoerus grypus","Mammals","1","N","Y","N","Y","","",""
"DE","ALP","ALP","30e557515afc5a8ab3cb979b7d7b187a",1309,"Pipistrellus pipistrellus",1309,"Pipistrellus pipistrellus","Mammals","1","N","N","Y-HTL","N","","",""
"UK","ATL","ATL","30e596213228877b464f3f18d7ed519b",1355,"Lutra lutra",1355,"Lutra lutra","Mammals","1","N","Y","Y","N","","",""
"HU","PAN","PAN","310f4faa5a65d4b3c2c6bf6fbd3d6bbd",1086,"Cucujus cinnaberinus",1086,"Cucujus cinnaberinus","Arthropods","1","N","Y","Y","N","","",""
"CZ","PAN","PAN","3119629e5b115ea9a583e1dad8e8e665",1203,"Hyla arborea",1203,"Hyla arborea","Amphibians","1","N","N","Y","N","","",""
"LU","CON","CON","312c5ba218e321a24303d972339996a2",1256,"Podarcis muralis",1256,"Podarcis muralis","Reptiles","1","N","N","Y","N","","",""
"SK","ALP","ALP","3142f30cd38d142517b953ed70deea71",1146,"Sabanejewia aurata",1146,"Sabanejewia aurata","Fish","1","N","Y","N","N","","",""
"BG","ALP","ALP","3152f87bf5af2fae25e89f64c3b1e3f1",1138,"Barbus meridionalis",1138,"Barbus meridionalis","Fish","1","N","Y","N","Y","","",""
"FR","CON","CON","3185214a85b344d326a6f3f3be52db60",1849,"Ruscus aculeatus",1849,"Ruscus aculeatus","Vascular plants","1","N","N","N","Y","","",""
"FR","MED","MED","318f439820ae91f47d05a6abbc76cc9a",1229,"Phyllodactylus europaeus",1229,"Phyllodactylus europaeus","Reptiles","1","N","Y","Y","N","","",""
"SK","ALP","ALP","31952003ee7bed166f6f0fd1968dcfc9",1013,"Vertigo geyeri",1013,"Vertigo geyeri","Molluscs","1","N","Y","N","N","","",""
"SK","ALP","ALP","31b1b2602cb1738fe454624011dbc3eb",1207,"Rana lessonae",1207,"Rana lessonae","Amphibians","1","N","N","Y","N","","",""
"HU","PAN","PAN","31e3c1539a3b3f0fa41879f39e87b477",1203,"Hyla arborea",1203,"Hyla arborea","Amphibians","1","N","N","Y","N","","",""
"IT","ALP","ALP","31ef5f15dcb49fcb7abf20762b87f149",1163,"Cottus gobio",1163,"Cottus gobio","Fish","1","N","Y","N","N","Annex II : except the Finnish populations","",""
"FR","MATL","MATL","31f000de4e28c6aa1e30f9503c3e4955",1224,"Caretta caretta",1224,"Caretta caretta","Reptiles","1","Y","Y","Y","N","","",""
"RO","BLS","BLS","31f4d5f000880a3e7b6a69f0a372602a",2488,"Acipenser stellatus",2488,"Acipenser stellatus","Fish","1","N","N","N","Y-HTL","","",""
"LV","BOR","BOR","323bfda2ee63de44ca1ec26cad2509b6",1330,"Myotis mystacinus",1330,"Myotis mystacinus","Mammals","1","N","N","Y-HTL","N","","",""
"HU","PAN","PAN","325d9988760cba9555aa44e3e4846ae5",2016,"Pipistrellus kuhlii",2016,"Pipistrellus kuhlii","Mammals","1","N","N","Y-HTL","N","","",""
"HU","PAN","PAN","326beb80ccabcf92d947d9eab62622ee",1089,"Morimus funereus",1089,"Morimus funereus","Arthropods","1","N","Y","N","N","","",""
"ES","MMED","MMED","327e065a0d5521649fd2d5bace9027a3",1376,"Lithothamnium coralloides",1376,"Lithothamnium coralloides","Non-vascular plants","1","N","N","N","Y","","",""
"BE","CON","CON","32c3072b96652854fd883a9c3bc22ca5",1256,"Podarcis muralis",1256,"Podarcis muralis","Reptiles","1","N","N","Y","N","","",""
"ES","MAC","MAC","3343474df37f0cec44ec26e6db4c1acb",1275,"Chalcides sexlineatus",1275,"Chalcides sexlineatus","Reptiles","1","N","N","Y","N","","",""
"EE","BOR","BOR","334cd7d83da5314503bdf1e221873b6c",1962,"Moehringia lateriflora",1962,"Moehringia lateriflora","Vascular plants","1","N","Y","Y","N","","",""
"FR","ATL","ATL","337937bfd6019e583107c04681574b3f",1327,"Eptesicus serotinus",1327,"Eptesicus serotinus","Mammals","1","N","N","Y-HTL","N","","",""
"ES","ATL","ATL","339365d93065dcb1fda46021c618dc13",2016,"Pipistrellus kuhlii",2016,"Pipistrellus kuhlii","Mammals","1","N","N","Y-HTL","N","","",""
"EE","BOR","BOR","33a827a1f3c1b821e0897fef40d2f028",1039,"Sympecma braueri",1039,"Sympecma braueri","Arthropods","1","N","N","Y","N","","",""
"UK","ATL","ATL","33b9f4307d1bb7bfa27192ff0bf85bbb",5003,"Myotis alcathoe",5003,"Myotis alcathoe","Mammals","1","N","N","Y-HTL","N","","",""
"IT","MED","MED","340b57d2128483da10168a38579f728c",1357,"Martes martes",1357,"Martes martes","Mammals","1","N","N","N","Y","","",""
"SK","PAN","PAN","341047477cf87322108fe01adfa59b54",2522,"Pelecus cultratus",2522,"Pelecus cultratus","Fish","1","N","Y","N","Y","","",""
"ES","MED","MED","341d6a56426cf063fc949e4b5ec5ac96",1088,"Cerambyx cerdo",1088,"Cerambyx cerdo","Arthropods","1","N","Y","Y","N","","",""
"DE","CON","CON","343c94249d746fbdaf0577afdf3f6731",6145,"Romanogobio uranoscopus",1122,"Gobio uranoscopus","Fish","1","N","Y","N","N","","",""
"PT","MED","MED","34552da76387d039d6fb30d905f3f641",1041,"Oxygastra curtisii",1041,"Oxygastra curtisii","Arthropods","1","N","Y","Y","N","","",""
"BG","ALP","ALP","34561f62b01d836dc48cba6cb23da232",4096,"Gladiolus palustris",4096,"Gladiolus palustris","Vascular plants","1","N","Y","Y","N","","",""
"FR","MED","MED","346cef15c9278d54c6e5e931512b9eb5",1409,"Sphagnum spp.",1409,"Sphagnum spp.","Non-vascular plants","1","N","N","N","Y","","",""
"UK","ATL","ATL","348b95c9d6edc0509b59170adce86a0d",1324,"Myotis myotis",1324,"Myotis myotis","Mammals","OCC","N","Y","Y","N","","",""
"IT","ALP","ALP","348d5df4c3c62971f8e8422d118879bb",1333,"Tadarida teniotis",1333,"Tadarida teniotis","Mammals","1","N","N","Y-HTL","N","","",""
"UK","MATL","MATL","34a58d86609ab365744b1319c96a1a54",1223,"Dermochelys coriacea",1223,"Dermochelys coriacea","Reptiles","1","N","N","Y","N","","",""
"CY","MED","MED","34e013b0c4a2199e699e1627c12a0181",2210,"Phlomis cypria",2210,"Phlomis cypria","Vascular plants","1","N","Y","Y","N","","",""
"EE","BOR","BOR","34ed7c46e5d9ac929a99854cc94e0128",1106,"Salmo salar",1106,"Salmo salar","Fish","1","N","Y","N","Y","Annex II : except the Finnish populations","",""
"FR","ALP","ALP","35083b09f4dfb3a4faeed5862f759ee2",1096,"Lampetra planeri",1096,"Lampetra planeri","Fish","1","N","Y","N","N","Annex II : except the Estonian, Finnish, and Swedish populations","",""
"PT","MATL","MATL","35337c3f16647e5dc4c5417e7f6ac062",1349,"Tursiops truncatus",1349,"Tursiops truncatus","Mammals","1","N","Y","Y","N","","",""
"ES","ATL","ATL","356b154e9928a7584a1f2f3225a77e51",1368,"Capra pyrenaica",1368,"Capra pyrenaica","Mammals","1","N","N","N","Y","","",""
"PT","MMAC","MMAC","3571cfcc3c72fe99db3e98d57012f009",2627,"Globicephala macrorhynchus",2627,"Globicephala macrorhynchus","Mammals","1","N","N","Y-HTL","N","","",""
"SK","PAN","PAN","3586a0c864dbe541132419f6c570021d",1157,"Gymnocephalus schraetzer",1157,"Gymnocephalus schraetzer","Fish","1","N","Y","N","Y","","",""
"FR","MED","MED","3597e5838ea7fa61f47a04fce69bae82",1316,"Myotis capaccinii",1316,"Myotis capaccinii","Mammals","1","N","Y","Y","N","","",""
"NL","ATL","ATL","35ab9f02dcefca46680fd96ee411fce2",1314,"Myotis daubentonii",1314,"Myotis daubentonii","Mammals","1","N","N","Y-HTL","N","","",""
"HU","PAN","PAN","3612618eb6b9799f2c6cae0deac8903f",1193,"Bombina variegata",1193,"Bombina variegata","Amphibians","1","N","Y","Y","N","","",""
"ES","MED","MED","3643c7574db81655a07c95a6cef0fbbd",1619,"Apium bermejoi",1619,"Apium bermejoi","Vascular plants","1","Y","Y","Y","N","","",""
"ES","MED","MED","3665807304114fc4829f8144bb94b4b3",1362,"Lynx pardinus",1362,"Lynx pardinus","Mammals","1","Y","Y","Y","N","","",""
"BG","CON","CON","36d1176631039e54561f5191a27681e1",2484,"Eudontomyzon mariae",2484,"Eudontomyzon mariae","Fish","1","N","Y-HTL","N","N","","",""
"DE","ALP","ALP","36e6aeb82fb9b67b7da512c3846c10a7",1210,"Rana esculenta",1210,"Rana esculenta","Amphibians","1","N","N","N","Y","","",""
"PT","MED","MED","36edb66ec2779e843c24c59c91bdaaea",1719,"Linaria ficalhoana",1719,"Linaria ficalhoana","Vascular plants","1","Y","Y","Y","N","","",""
"IT","MMED","MMED","372df99257b7e2d2cf85cbbdbde4fc02",1223,"Dermochelys coriacea",1223,"Dermochelys coriacea","Reptiles","OCC","N","N","Y","N","","",""
"PT","MAC","MAC","376bbad986ca04215938f7d62bd242d1",1521,"Sedum brissemoretii",1521,"Sedum brissemoretii","Vascular plants","1","N","Y","Y","N","","",""
"IT","MED","MED","3770c484bc7e3aa7cf579d02ccbac87a",4001,"Crocidura sicula",4001,"Crocidura sicula","Mammals","1","N","N","Y","N","","",""
"PL","ALP","ALP","377a49404302366783f35b4f1357d26f",4014,"Carabus variolosus",4014,"Carabus variolosus","Arthropods","1","N","Y","Y","N","","",""
"IE","ATL","ATL","378ec9f45f3b98b97ec58014ab468511",1378,"Cladonia spp. (subgenus Cladina)",1378,"Cladonia spp. (subgenus Cladina)","Non-vascular plants","1","N","N","N","Y","","",""
"FR","ALP","ALP","379bd467a5417ac3c3c36b6c6e7afb6a",4026,"Rhysodes sulcatus",4026,"Rhysodes sulcatus","Arthropods","1","N","Y","N","N","","",""
"BG","BLS","BLS","379c4e97003c1bc45a082d28dd32abd9",1034,"Hirudo medicinalis",1034,"Hirudo medicinalis","Other invertebrates","1","N","N","N","Y","","",""
"ES","MMAC","MMAC","37b6e758501fd79fb2b9bc8806f50c9c",2618,"Balaenoptera acutorostrata",2618,"Balaenoptera acutorostrata","Mammals","OCC","N","N","Y-HTL","N","","",""
"CY","MED","MED","37cac1497543a8e8ebc5803af2971dce",4023,"Propomacrus cypriacus",4023,"Propomacrus cypriacus","Arthropods","1","N","Y","Y","N","","",""
"FR","CON","CON","37d54596aa0783d6dd830a2733bd0177",1341,"Muscardinus avellanarius",1341,"Muscardinus avellanarius","Mammals","1","N","N","Y-HTL","N","","",""
"AT","ALP","ALP","380fb0930cfc409b91a5956a06b3aae9",1263,"Lacerta viridis",1263,"Lacerta viridis","Reptiles","1","N","N","Y","N","","",""
"SK","PAN","PAN","38134ca171165adebc4cd0650a066f7a",4075,"Dianthus lumnitzeri",4075,"Dianthus lumnitzeri","Vascular plants","1","Y","Y","Y","N","","",""
"RO","STE","STE","38a065b9eb2dcd1be139ba633cace35b",1327,"Eptesicus serotinus",1327,"Eptesicus serotinus","Mammals","1","N","N","Y-HTL","N","","",""
"RO","CON","CON","38ce56e9d67f801119543afb250410e2",4031,"Cucullia mixta",4031,"Cucullia mixta","Arthropods","1","N","Y","Y","N","","",""
"IT","ALP","ALP","38ffd71e26fd4cbeab2771b3701749fb",1324,"Myotis myotis",1324,"Myotis myotis","Mammals","1","N","Y","Y","N","","",""
"ES","ALP","ALP","39262fe11a32e68434bbbb277f4d1869",1762,"Arnica montana",1762,"Arnica montana","Vascular plants","1","N","N","N","Y","","",""
"BE","ATL","ATL","39333b7ab5a051628659505fb549f129",1355,"Lutra lutra",1355,"Lutra lutra","Mammals","1","N","Y","Y","N","","",""
"SI","ALP","ALP","394c75e107fa34d1661458d3b3271a5b",1212,"Rana ridibunda",1212,"Rana ridibunda","Amphibians","1","N","N","N","Y","","",""
"CZ","CON","CON","397774f677efb41a750bc92e4b8a9ece",1202,"Bufo calamita",1202,"Bufo calamita","Amphibians","1","N","N","Y","N","","",""
"LT","BOR","BOR","39bf5324308f388e84f11c8ab6d13e92",1056,"Parnassius mnemosyne",1056,"Parnassius mnemosyne","Arthropods","1","N","N","Y","N","","",""
"SI","ALP","ALP","39d7aa9cee36114ee87520b91fc2fe92",1087,"Rosalia alpina",1087,"Rosalia alpina","Arthropods","1","Y","Y","Y","N","","",""
"SK","ALP","ALP","39e11f492ba3cc0d80f16df04b24f6d0",1163,"Cottus gobio",1163,"Cottus gobio","Fish","1","N","Y","N","N","Annex II : except the Finnish populations","",""
"LT","BOR","BOR","39f178b8502b1f6adf8637e08dcb4218",1283,"Coronella austriaca",1283,"Coronella austriaca","Reptiles","1","N","N","Y","N","","",""
"PT","ATL","ATL","3a03e261e5a5d5927ecde693ce3ccb4f",1308,"Barbastella barbastellus",1308,"Barbastella barbastellus","Mammals","1","N","Y","Y","N","","",""
"HU","PAN","PAN","3a06accc711455cfbe5af43776f023a2",2285,"Colchicum arenarium",2285,"Colchicum arenarium","Vascular plants","1","N","Y","Y","N","","",""
"BE","CON","CON","3a38ea67c411bd44befd16e4c6b337a9",1149,"Cobitis taenia",1149,"Cobitis taenia","Fish","1","N","Y","N","N","Annex II : except the Finnish populations","",""
"SK","ALP","ALP","3a4a03b0cac84305a90cfff3ac09e861",1326,"Plecotus auritus",1326,"Plecotus auritus","Mammals","1","N","N","Y-HTL","N","","",""
"DE","CON","CON","3a4f4e2fce608a18572fa5081fb56b82",1361,"Lynx lynx",1361,"Lynx lynx","Mammals","1","N","Y","Y","N","Annex II : except the Estonian, Latvian and Finnish populations","Annex IV : except the Estonian population","Annex V : Estonian population"
"AT","CON","CON","3a51cd405869e02ba1cb753f171150dc",5085,"Barbus barbus",5085,"Barbus barbus","Fish","1","N","N","N","Y-HTL","","",""
"LV","BOR","BOR","3a9da5768c6792bcd0e105a7678271d0",1939,"Agrimonia pilosa",1939,"Agrimonia pilosa","Vascular plants","1","N","Y","Y","N","","",""
"ES","ATL","ATL","3a9e20ad0fb101d1918e04674df1e5d1",1357,"Martes martes",1357,"Martes martes","Mammals","1","N","N","N","Y","","",""
"FR","CON","CON","3aa3d13bc4a7776b36ada6c28c05474c",1386,"Buxbaumia viridis",1386,"Buxbaumia viridis","Non-vascular plants","1","N","Y","N","N","","",""
"UK","ATL","ATL","3ab0a50a8df17eec7d4fe6acc51b6c77",2492,"Coregonus albula",2492,"Coregonus albula","Fish","1","N","N","N","Y-HTL","","",""
"CZ","CON","CON","3ae65fa3fb9359971ccadba1a79967d6",1312,"Nyctalus noctula",1312,"Nyctalus noctula","Mammals","1","N","N","Y-HTL","N","","",""
"FI","BOR","BOR","3b196081629fff74c2757d4bdae59900",1941,"Arctagrostis latifolia",1941,"Arctagrostis latifolia","Vascular plants","1","N","Y","Y","N","","",""
"ES","MED","MED","3b2d5cc8479372cdb4e6347afcc5407a",1359,"Herpestes ichneumon",1359,"Herpestes ichneumon","Mammals","1","N","N","N","Y","","",""
"FR","MED","MED","3b68e62c03c1e3f1eca5f93c2fc50d08",1201,"Bufo viridis",1201,"Bufo viridis","Amphibians","1","N","N","Y","N","","",""
"PT","MED","MED","3b6ab41272d9ccd5389144269db4cbbc",1088,"Cerambyx cerdo",1088,"Cerambyx cerdo","Arthropods","1","N","Y","Y","N","","",""
"NL","ATL","ATL","6848df37bca233df1da93c3f5d87860e",1328,"Nyctalus lasiopterus",1328,"Nyctalus lasiopterus","Mammals","OCC","N","N","Y-HTL","N","","",""
"ES","MMED","MMED","685c038878f143a86be0a0a184dc595f",1349,"Tursiops truncatus",1349,"Tursiops truncatus","Mammals","1","N","Y","Y","N","","",""
"AT","CON","CON","685d99ed175be6314ed2bdd132801dcb",4096,"Gladiolus palustris",4096,"Gladiolus palustris","Vascular plants","1","N","Y","Y","N","","",""
"SK","PAN","PAN","685fa60100edd3579cf101b0471f7ac2",1292,"Natrix tessellata",1292,"Natrix tessellata","Reptiles","1","N","N","Y","N","","",""
"IE","ATL","ATL","686a5423d779a88ab63a0234adbbff36",1421,"Trichomanes speciosum",1421,"Trichomanes speciosum","Vascular plants","1","N","Y","Y","N","","",""
"BG","CON","CON","68756203247502f2b20c97fd77d92b03",1316,"Myotis capaccinii",1316,"Myotis capaccinii","Mammals","1","N","Y","Y","N","","",""
"CZ","PAN","PAN","6884078599675ce12883af04ac8c92c2",2555,"Gymnocephalus baloni",2555,"Gymnocephalus baloni","Fish","1","N","Y","Y","N","","",""
"ES","ATL","ATL","68883ec6b1b1c4cbf1c98a11690c928d",1885,"Festuca elegans",1885,"Festuca elegans","Vascular plants","1","N","Y","Y","N","","",""
"ES","MED","MED","688dba73e2a81750877e3c148b980925",1409,"Sphagnum spp.",1409,"Sphagnum spp.","Non-vascular plants","1","N","N","N","Y","","",""
"AT","CON","CON","68a80d4ce59c0d003fcf1c11dcd59dd9",1355,"Lutra lutra",1355,"Lutra lutra","Mammals","1","N","Y","Y","N","","",""
"AT","ALP","ALP","68d8cd7ecb8e0a2ae4a204a8b512bb9a",1166,"Triturus cristatus",1166,"Triturus cristatus","Amphibians","1","N","Y","Y","N","","",""
"FR","ATL","ATL","68ee434e7ab5876904bf6c4ce54d55e1",1358,"Mustela putorius",1358,"Mustela putorius","Mammals","1","N","N","N","Y","","",""
"FI","BOR","BOR","6941a5382f4d3199671285e23ec77e3b",1987,"Plagiomnium drummondii",1987,"Plagiomnium drummondii","Non-vascular plants","1","N","Y","N","N","","",""
"IT","CON","CON","6946600cbb088ae993d926648d003f63",1714,"Euphrasia marchesettii",1714,"Euphrasia marchesettii","Vascular plants","1","N","Y","Y","N","","",""
"FI","BOR","BOR","69a57a486c484e033e866155f6181d04",1919,"Agathidium pulchellum",1919,"Agathidium pulchellum","Arthropods","1","N","Y","N","N","","",""
"IE","MATL","MATL","69d8cc5ee38efb822d0a908566a9fe52",1377,"Phymatholithon calcareum",1377,"Phymatholithon calcareum","Non-vascular plants","1","N","N","N","Y","","",""
"FR","ATL","ATL","69d93acf281603a375fd6194f7e42a4d",1209,"Rana dalmatina",1209,"Rana dalmatina","Amphibians","1","N","N","Y","N","","",""
"BG","ALP","ALP","69f83da12d78b4ca45c991bffdf60e64",1217,"Testudo hermanni",1217,"Testudo hermanni","Reptiles","1","N","Y","Y","N","","",""
"LV","BOR","BOR","6a039131efec06ed44bfba2c4473cbbe",1361,"Lynx lynx",1361,"Lynx lynx","Mammals","1","N","N","Y","N","Annex II : except the Estonian, Latvian and Finnish populations","Annex IV : except the Estonian population","Annex V : Estonian population"
"PL","ALP","ALP","6a040797e6d95d997edddf6eaa2c5fcd",1149,"Cobitis taenia",1149,"Cobitis taenia","Fish","1","N","Y","N","N","Annex II : except the Finnish populations","",""
"NL","ATL","ATL","6a29130a1ac48288e6bfade0b6b531ab",1193,"Bombina variegata",1193,"Bombina variegata","Amphibians","1","N","Y","Y","N","","",""
"IT","MED","MED","6a4371968b795bf623e2c3511d391c1a",1866,"Galanthus nivalis",1866,"Galanthus nivalis","Vascular plants","1","N","N","N","Y","","",""
"EE","MBAL","MBAL","6110e56a428f95f9a45f4bc351f89b24",1938,"Phoca hispida botnica",1938,"Phoca hispida botnica","Mammals","1","N","Y","N","Y","","",""
"ES","MED","MED","613d913fcc184fdd460b711cd9451d6f",5270,"Chondrostoma turiense",5270,"Chondrostoma turiense","Fish","1","N","Y-CTC","N","N","","",""
"SK","PAN","PAN","6141fe4f872b6c0e5a49910786f8a431",1614,"Apium repens",1614,"Apium repens","Vascular plants","1","N","Y","Y","N","","",""
"UK","MATL","MATL","616de0f3aaf6c1f11d2d11dcfd13f54a",1224,"Caretta caretta",1224,"Caretta caretta","Reptiles","OCC","Y","Y","Y","N","","",""
"PT","MAC","MAC","61a558455ec73664a4b05fa20cce48da",1541,"Sorbus maderensis",1541,"Sorbus maderensis","Vascular plants","1","N","Y","Y","N","","",""
"PT","MED","MED","61b17b8f089d3d6a0ca26f47c1b90ab6",5181,"Chondrostoma almacai",5181,"Chondrostoma almacai","Fish","1","N","Y-CTC","N","N","","",""
"FI","BOR","BOR","61d76ac0893a905b57c2d49cc59b4fe6",4038,"Lycaena helle",4038,"Lycaena helle","Arthropods","1","N","Y","Y","N","","",""
"AT","ALP","ALP","61e1cbcf963651d87f6987d90cbcd1e6",1085,"Buprestis splendens",1085,"Buprestis splendens","Arthropods","1","N","Y","Y","N","","",""
"FR","CON","CON","61fc10542eec35e4de20bb3df85101b6",5214,"Sphagnum balticum",1409,"Sphagnum spp.","Non-vascular plants","OP","N","N","N","Y-HTL","","",""
"RO","ALP","ALP","6209332fe7db5d031626f45da64f1307",1389,"Meesia longiseta",1389,"Meesia longiseta","Non-vascular plants","1","N","Y","N","N","","",""
"FR","MED","MED","65539bd9cf849aa9d227a3c1eb453fcf",1352,"Canis lupus",1352,"Canis lupus","Mammals","1","Y","Y","Y","N","Annex II : except the Estonian population ; Greek populations : only south of the 39th parallel ; Spanish populations : only those south of the Duero ; Latvian, Lithuanian and Finnish populations","Annex IV : except the Greek populations north of the 39th parallel ; Estonian populations, Spanish populations north of the Duero ; Bulgarian, Latvian, Lithuanian, Polish, Slovak populations and Finnish populations within the reindeer management area as defined in paragraph 2 of the Finnish Act No 848/90 of 14 September 1990 on reindeer management","Annex V : Spanish populations north of the Duero, Greek populations north of the 39th parallel, Finnish populations within the reindeer management area as defined in paragraph 2 of the Finnish Act No 848/90 of 14 September 1990 on reindeer management, Bulgarian, Latvian, Lithuanian, Estonian, Polish and Slovak populations"
